sentiment,content
sadness,Oh My God ..  sad day ..
neutral,can't figure out at what time(french hour) the new moon trailer will be up since I can't watch the MTV movie Awards from Paris... ?
neutral,"the weather is tooo hottt mayn i cnt take it, n i styl aint got ride of my flu  n i want ma baby bk"
happiness,@benandskin Ah GDit! Ranger game this afternoon
sadness,Working late with only The House of Love for company. Just what I want to be doing on a summer evening when I should be out with people
sadness,any other Mac users completely given up on Google Chrome?
sadness,"@BiggaBX Yes, It's only fair  lol"
happiness,@DEWz_PingPong Awww I'm teaching my son (when I have one) those manners!  Too many boys are lacking those!
happiness,@BlacksilkBlog Hugs to you for not being able to shag Crush anymore  x
sadness,"so much for a day off- I've been on my feet, all over the place, all day!"
sadness,@TiwuRayie geez! one time in a row.. patience! good things comes to those who patience. lol. i wish i could sleepover..
happiness,"Out if class!! Yow party + four hour lecture don't mix attal!! I had to drink 3 red bulls  I'm still sleepy .,,,,smh! Alrite bedtime"
sadness,"@suzbooze I wanna go, but I so freaking broke   Have fun for me"
neutral,"@james_herdman middle-click is addictive, what can i say"
sadness,thirty minutes turned into three hours. oops
sadness,YawNnnnn _slight headache n hangover grrr
sadness,i miss the one who would do anything to spend 5 min with me... the one who used to say just tell me when and where
neutral,@charlieskies your vid wont play  x
sadness,G'night world. Vacations have to end some day.
neutral,@kimchiwithkraig buy me a taco! haha. i don't want to stand in line
neutral,@Hazelandvine why didn't I know about the relient k show?
neutral,She didn't make the challenge
neutral,on no bsg might just have made me cry
sadness,Omg. I got no sleep again. Neighbors are building a deck  they've been starting @ 5:00am. I'm SO tired. Feel like I just took Benadryl
neutral,@markhoppus i'm upset because i couldnt get any tickets on the KROQ presale.
sadness,has a gym day and is hoping to enjoy the last Friday of her twenties.
neutral,@OGBERRY rain
neutral,@andshehopes what bout david wallace???
sadness,feels slightly better but damn i sure do miss him.....he's going to be so hard to get over......  i messed it up ...donuts=comfort
sadness,"so bored at work, its ridiculous, and my Saturday is going to suck with class in the morning"
neutral,"@opaque19 I can't do that.  I take it at 11, or I work through it.  Those are my options here."
anger,@BigCatJared   What did I do to you!  sheesh
sadness,Hate being sick  especially when there's no one to pamper me
sadness,Ugh. Going to skool
happiness,im so fed up!!!...
sadness,mcfonalds roulette i i lose. they forgot mygrilled snack wrap
neutral,two o'clock please come faster
sadness,Playdate cancelled
happiness,@juliannerowat HAHAHHA lol true that! i always remember my BD but i can never remember what date or even day it is
neutral,@OGBERRY IDK....I'm trapped at work all day
sadness,"PINKPOP weekend  I've got NO tickets, meaning no BRUCE Springsteen  Oh well, it's WWWWWEEEEEEEEEEEEEEEKKKKKEEEENNNNDDDD!!!!!"
neutral,"may gray, coldplay, and nice showers...work at 2"
neutral,@CBrown7785 I want some ice cream
neutral,i wanna good breakfast with @ronaldorivera  school is wiggity whack!
happiness,@mizzyalana Very nice!  Bea and I are so bummed we can't make it   We should try and get together in the near future.
happiness,@skinnymarie and guess what ! ive got 20 % ! wow its impossible
sadness,"never thought i'd say this, but i miss my 9-5 job, the commute, my cubicle, free food  coffee and being downtown. why did i quit?"
happiness,@DVNT Cheers. Wish I had more fonts to play with
sadness,aaaah taking back sunday are playing in new york 3 days after we leave
sadness,I dont feel well  i got a dentist appointment later.
sadness,@PoynterJones can I join you in your jealousy?  :L
neutral,"Dadgum, I think this nations shipping needs have shut down completely. still no freight for carriers out there."
sadness,"Back @ work, migraine lingering   Can't wait for the weekend!"
sadness,Ugh soooo much work to do today while trying to make the 6:10 train to the game... looking like a 4-5 hour Sunday at the office.
sadness,"@holmescnn Oh, I didn't realize its on at 830 as well- already at work- or as today still in the car, don't ask"
sadness,You know your neck is jacked up when you are forced to pay for parking bc you can't turn you head to parallel park in the free spaces...
sadness,forgot to wish sister happy birthday yesterday.
sadness,my parents sold my car.
happiness,Day is going well so far. Meeting until 4 though.
sadness,I miss you guys
sadness,Goodbyes ... Hurt
neutral,@CartoonBeardy ....welcome to public transport  X
sadness,"My parents withdrew permission at the last moment, I am not going along with tomorrow's SAC trip to IDP camps  #Pakistan #IDPRelief"
neutral,I wish the weather would make its mind up! Also wish I could hurry up and get my new song up on myspace
anger,studying for this bullshit econ test
neutral,last #ff  @Mel_Diesel @vja4041 @DemonFactory @shawnmcguirt @SEO_Web_Design @ChuckSwanson @agracing @confidentgolf @tluckow @legalblonde31
neutral,@honeychild27 You're the only person to have joined in  #penilewords
sadness,enjoying the great sunshine.. from indoors.. I don't feel good today
sadness,I'm over @ringorang today.  3 wrong answers in a row.  My brain's not working today.
neutral,there's a guy in my house so i can't go downstairs with no pants
neutral,Had a dream I brought @mandykmusic and @keat to kings island. It was pretty sweet. Bummed they're in poughkeepsie 24 hours before me
neutral,@Switch42 I think that's cutting off the URL so the pic doesn't turn up.   #mishaneedschapstick
neutral,@bec_oi twitter eh chato mas vicia
sadness,@lilivonshtupp I'd rather go to the matinee but I have to work  Still debating whether I should go cos going alone is no fun haha
sadness,Still havent left the house yet. This is rediculous! REALLY!   S*D*P*  T*K*K*
neutral,@bkmacdaddy Not doing single ones 2day...beat  lol but would say ...ur as creative bright and fun as ur avatar with warmth+ depth #ff
neutral,why is it so windy?
sadness,"Boys are sitting down for photos, no touching and no handshakes allowed.  #asylm"
neutral,I am so jealous that @collystringgs got to sleep until 1
sadness,im still devastated about manchester united losing the UCL final
happiness,@marcftsk haha thanks for clarifying that.i thought u meant mr bello. I wish i could be there! That where my cousins live
sadness,Oh darn. Lost another follower.
neutral,"I know it wasn't going to be there, but I check EZTV for The Office torrent..."
sadness,i woke up just now missing alabama terribly  my dad says we will be moving there. soon. thank god
sadness,@itsfrankybitch  dont make me sad... i do agree tho it does need some more of SA's magical lyrics
happiness,can't wait to november for Jobros concert ! In examination
sadness,Why is it soooo cold  ugly out??
sadness,No more Wiffleball..  Damn.
sadness,a female robin just flew into my window and I watched her die in my bushes...  i think i am going to cry now...
happiness,@flattycharn i know the IMUx1000 is not referring to me... (WHO IS IT AH?) but... i miss you
sadness,has bronchitis and is on 3 prescriptions. No fun at all. Had to miss two days in a row of work.
neutral,Cleaning the house
sadness,@nellclothing I cancelled a run in favour of... staying in. Wish I monies for pubulation tho
neutral,I'm always hungry all the time but now I don't even feel like eating. This is not normal...and my throat's sore. I'm sick
neutral,@chocoluvalm i'm trying to figure that out right now
neutral,on my way to work been off for four days and i really really dont wont to go!
sadness,GrimeStopper loss  client lost their job so we did too. Hope the quote later today turns into more work. Drowned my sorrows w a huge h ...
sadness,@AnnaVodka I'm sorry to hear that! that makes me sad
neutral,"@reba Wish I could listen but because I'm from Canada, the website won't let me!"
neutral,feels ..my cousin is a monkey  http://plurk.com/p/x23pa
sadness,@i_am_umlaut oh no!  i'm very sorry to hear
neutral,@ismh i don't have anything being fwd through to mobileme and the last week i've gotten at least 4 -5 spam messages a day
neutral,Just wants to compute
neutral,watching my ard earn money dissapear.
happiness,"Enjoyed this week off work, back next week"
happiness,#FF @AriesChild she is my Vegas buddy  A Laker lover uuugh but I love her even though I'm all the way n Chicago
sadness,@Jamie_127 poor baby  you need some aloe. Nope sorry no hints
sadness,The Oddo's grandfather passed away in his sleep
sadness,doesn't get to see her fav5 today like planned
sadness,I saw amazing heeels. But they were too big
neutral,"@Jobishia That was pretty awesome on both our parts, but a person on a bike behind you said hello and left before I recognized him"
neutral,TGIF y'all! And it's really nice out... I work 12-5 though
sadness,bout to go to work
sadness,I watched wayyyy too much Beverly Hills 90210 today and I am not proud of that fact.  TV FAIL
happiness,"@veeriwhoa OH SILENCE VERONA!  I AM WANTING TO GO   jaja, enjoyyitverymuch and bring me phothos of Danny and dougie ?"
sadness,"I am soooo hungry. But waiting for bf to get home, he has car trouble and is waiting for the mechanic to help him..."
sadness,skype call with billie but my webcam dont work
sadness,@rafealAnthem yes i am and i was ready to go when i got here. ugh  and its sooo pretty outside..
happiness,"Totally been too long since I updated.  Saw Star Trek, excellent!  Killed Yogg-Saron 10 man.  Memorial Day killed 25 man raids"
sadness,@esull have a great camp!!!!! Wish I could be there.
sadness,@MissCaseyB I know what you mean  rain sucks...
neutral,@judilynnfudge can you send ringtones to iPhones?! Idk how to regular ringtones for it
sadness,@MsHalfway I want to go back to school too *sigh* - but I am too poor
sadness,Last day of high school  i'm gonna miss all my friends
sadness,@hithit  missing jmichelle... told you treat me like a step child! smh
neutral,@Jenshwa I expected it to be warm as usual and now I'm stuck wearing a sun dress on a cold day
sadness,@neeshababyyy they won't  guys are retarded!
neutral,On Security Audit
sadness,"@inlovewitharmy What timeeee? My mom says I have to do something daw tomorrow, eh. But we're never compelte!"
neutral,is off to work
neutral,@Blauerpunto britta says she wants to have lunch with you too
sadness,Why didn't my favorite spotters last tweet go to my phone
neutral,Don't know what the heck to do with the space of time between now and BGT    Bored.
neutral,Just had lunch w/ @JoshHolden at Jason's Deli... then stepped in dog poo
sadness,i'm still full from the buffet at palms.  my stomach actually hurts. ugh gluttony bites.
neutral,@howlertwit AAAAhhhh! you makin me feel all gilty now
happiness,"Planning to install Windows 7 tomorrow, so probably no new posts for another few days at least"
sadness,"Off to play Tennis at Bel Air, courts are wet  but, we will play anyway."
neutral,wants cookie
neutral,@Nicsey 3000 then ya up with me my friend ... i type too much
sadness,charlies roastbeef: mostaza no manejamos. WTF?
sadness,"@iamdiddy - Me. because my ex boyfriend of 2 years (we broke up 2 months ago) is engaged to his gf of 6 weeks.  sad, embarrassed. Hug?"
sadness,i was too slow to get $1 Up tix
sadness,shit's depressing
neutral,@YoungLexHolla Ooohhh  well you could always borrow and burn buddy. Lol
happiness,@ashleytisdale Ahhh I am sooo happy Ashley Tisdale is in Germany but I am not in Oberhausen...  But i will show it in the TV at 8 o' clock
neutral,Whew! Moving commercial-sized freezer and cooler a lot more work than I expected. Missing the HTC roundtable
sadness,So...woke up in time just for work.....boo
neutral,forgot my phone at home
neutral,wants to eat baked tahong. It's been a while. Really.  http://plurk.com/p/x24ke
sadness,@ 5 happiness (chinese) totally disappointed  the food is USUALLY good *FAIL*
happiness,"Dang it! It seems that every time I blip a song, it's unavailable."
sadness,@SweetHomeBirth  link isn't working
anger,Internet is painfully slow today
sadness,"@world_of_max Sadly, no. Now David Tennant has left I don't particularly want the job anyway"
sadness,not at all happy...dont know what the reason is
sadness,@DinerokidMayo Im upset cuz now everyone agrees
sadness,apparently you are not getting on anymore... sad
sadness,I need to sit  my insides hurt ughhh
neutral,To lose this gut lol no seriously i have gained a lil and im not liking how it looks.
happiness,@PhreshlyPhaded Oh wow  Thanks for the info.
sadness,@dorritos @repressd i get migranes.. so @repressd.. that leaves you to either arthritis and/or gout!
sadness,argh! why why why
sadness,possibly going out tonight; is there ANYTHING to do in Lancaster? I miss Baltimore
sadness,@pilmorelee you beggar! Making me feel homesick
sadness,"@frgmnt I know, lame."
happiness,Thinks its gonna rain
neutral,Is waiting for sumone to come online
neutral,@JraseanJ aww  I wish there was sun out here. Then I can get a tan!!!!  (walks it out) go meee go meeee
sadness,"Rope witdrawal in full effect, no one to tie, no teaching, no demos, no one to play with. But worst of all - No one to play with!"
neutral,@QdobaMexGrill how do we know if we won?
sadness,Rachael makes me want to cry
neutral,"Fish fingers and potato croquettes it is then! Would love some baked beans, but they tend to hurt me."
sadness,@katebuckjr Sorry I can not reach either URL
sadness,not feeling well at all today! ugh cant I just go home.
sadness,My eyes hurt.
happiness,"Oh, I HELLA forgot to say my official good morning  Like to hear it? Here it go! Goooooooooooood Morrrrrrrrning Twitterville! Lol"
sadness,@dutchraymond yeah I didn't realize how bad it all was till now
sadness,has today off! But has to work tomorrow
sadness,"being lazy the rain does that to me  gymtanning is possibe, work  a small social gathering around tha corner"
sadness,Can't give blood within a year of getting a tattoo so I can't give...Im gutted
sadness,my head huwwts
neutral,@jonmerryman I remember the show... I don't remember the hiccups...
anger,@cindaxo the straightener's another 110 pounds though. Seems pricey
sadness,I have to go to work with out my @andrajoi and @treykinkade
sadness,@vosdjs LOL yea the fondue is on point... but that Chocolate Lava Cake is what you really want...but I wont be here   Im Mon-Fri babes!
neutral,@HypeDaGreat Oh ok. Im @ work so no playing for me til later  lol.
neutral,@thetastydactyls  did you try the coat-hanger trick?
sadness,That's it? It's done already? This is one proof that there's nothing fair in this world.   http://bit.ly/10UEMq
happiness,@nick_carter  awww poor you  - but you know ... you're doing it for US - bless you ;)))
neutral,Will be back in Dallas tomorrow.
sadness,I've been offered Fred on loan but I has no moniiieeeess...
happiness,@erinhosborn Thanks Legolas.  @betterlesson Fellowship. re: Google wave: like. @bing demoed 2. http://tinyurl.com/ma6j6l means Disease
sadness,"@APStylebook I know, but I need some things in my life to be constant"
sadness,Is youtube not working properly for anyone else? I can't watch videos because they keep failing to load
happiness,@starangel82 @darkheath @140lover Everyone's going to think I'm a gold digger  Hahahaha
neutral,I hate having headrush
sadness,no luck in goin to forum.. im about the only person on earth not goin out
sadness,Starving. And Alyssa's mom would bring her subway.
happiness,At the doctors office woooo so much fun. Have to go back to wotk after this cant afford to be off.
sadness,has new headphones but no mp3 player yet  http://plurk.com/p/x258n
neutral,@causticsoda it was fine. i was still up playing inFamous. sorry to hear how things ended up again
sadness,@risquethaianna i cant go swimmin any more
neutral,@anisalovesu it was apparently a request by the guests
neutral,@JonasBrothersOx umm..nope not anymoree
sadness,@tommcfly sweet .. Englands becoming lamer and lamer since you guys left
sadness,"i got a haircut, i felt like that guy on the Last Samuri who was forced to have his ponytail cut off."
neutral,@Jengo_ i wanna go to the pub
sadness,@GLAMvoy Yes I think so unless it changed.  I sent u a happy mothers day text but u never responded back
sadness,@emaxio still @ the courthouse!     Happy to have a job... sad its this one!
sadness,@tearose21 Wish I could be there to enjoy a girls day!!!
neutral,where is @HoodieCouture ???
sadness,And it's gone.
sadness,Im here at work super bored
neutral,JUST GOT BACK 4RM A LONG WORKOUT AT DA GYM  ....
sadness,to cold for the beach  sucky.
sadness,@Berumen4 No.  Just sitting around sculpting tiny koi.
neutral,just slammed my finger in a car dor  FML ow
neutral,Hmph I had to order some bootleg Pharos GPS phone they dont have the BB I wanted at Office Depot
happiness,out enjoying the weather before i have to go to work.. last shift with @jamieallover
neutral,awesome i just ruined all my white clothes i never remember to separate
sadness,O.k i feel like i need to cry now  i can't believe that in less than 2 years ill be walking across the stage to get a High School diploma!
sadness,@Jonasbrothers Just saw the webc. awesome! i loved all the songs! im sad cuz i couldnt be there  had 2 wake up early and it started at 1am
sadness,So now we'll pay more in sales tax...great.  Even worse Mom and Pop businesses have to double what they pay in business licenses.
happiness,Had quite a cool day with Charlie and then Ben aswell (: got lost and stung by nettles
sadness,is stressin h-core. and is supposed to be cleaning her room. and feels like crap.
happiness,@HannahSukter anywayss to the point i am dying to spend my summer over there or somewhere hot with you guys
neutral,finishing one shift in 37 mins... drive half an hour and start all over again till 1am...and back in @ 11am tomorrow .. and its sunny
sadness,back from lunch and it's pouring rain! ugh  ohh well at least it gets me into a Death Cab For Cutie mood!
sadness,@Mad_Gab  We should bask in misery together
neutral,@kirbywhitehead haha! I remember that! That trip was fun. I Miss miss miss miss miss chu
neutral,@chathuraw ???? ???? ????.....  ???? ???? ??????? ?? ???...
neutral,wish i was 17 again
neutral,says from now it will be impossible to Plurk from work  system administrators closed the access in the firew... http://plurk.com/p/x25jw
sadness,i feel super sick
sadness,http://wave.google.com/ 3 Google ... wish they'd spend a bit more time adding bits to Chrome though
happiness,@rayrayyyyy now or never makes me cry everytime  lol.
neutral,Twitter is slow!
sadness,my head is bruised really bad :|
sadness,I hate it when I am in pain
neutral,Just updated #Tweetie and open in browser is still broken.
neutral,@rawrrxsteffie yeah quite a few kids in my school got swine flu. they only close down the school if its 30 kids or more
sadness,I'm trying to find a pic for twitter but all that  ihave are too big or can't upload. So I shall remain faceless  lol
sadness,@crystaaale wtf kinda best friend am I? I *still* haven't met the hubby. That depresses me
sadness,Room is so empty
neutral,@inlovewitharmy i knoooooooooooow
sadness,@lilmo4ever I'm So Mad I Wont Be There!!!!!!!!! UGHHH!!!
sadness,"Man, my sinuses r really buggin me this morning"
sadness,"Had an interesting evening amongst homeless people in Venice Beach last night, wishing I had my camera with me........ and model releases"
neutral,kinda has a headache...
neutral,pool is still closed  and it is cloudy. what should i cook tonight?
neutral,My trip to Igbaras will be postponed to next week
neutral,Is concerned about @pixiefish
neutral,@nikkijean wish i coulda been there
sadness,This is California it has to be sunny... But its not ::::: makes me kinda sad
happiness,http://twitpic.com/66ymw I'm gonna miss these guys so much  Thanks for making the 5 years at senior school amazing!
happiness,"@Rush23 how about we start with a true Franchise online mode. Dynasty was huge, Madden online league not so much"
sadness,oasis or ribena? toughest decision everrr
happiness,Just got back from the concert! Some mistakes... I kinda failed my Macedonian test  But my relatives from Serbia are here! WooHoo!!!
happiness,"Whew, the first night and day of summer were.....very sad  But, I have Jess's grad party to go to tonight!!!"
happiness,Just watched the Final Break final prison break episode. It was great. Farewell Prison Break. You will be dearly missed.
neutral,@zHundred No. Not professional at all.
neutral,@emclev yeah I can imagine!  Not nice   How much longer is your shift?
neutral,So Bored. Firday Evening And Nothing To Do
neutral,time to be nerd
neutral,On the phone with the bank.
neutral,last day at Adobe  buuuut I just registered for online tech writing course!
sadness,"When i say we close at 6, it does not mean come in at 6. Ffs people. Also RIP Polly"
neutral,@taragracee
happiness,Burnt Agenn  Nice Day Tho  xxx
neutral,"@heresMonique hey u, no not yet  soon maybe tomorrow!"
happiness,@caltort i have tried the Teriyaki - no cookie tho!  we got (non winning) Pop-tarts with it.  All was great!
sadness,@amychiu fuck was that the blink/weezer one? I totally forgot.
neutral,@nebgen I am lost. Please help me find a good home.
sadness,@sonicsalamander Sorry 'bout the migraine.  Did I mention I really liked your Cissbury (sp?) pic last week?
neutral,"Of course, the Evil Day Job wants me to stay longer.  I need to win the lottery."
sadness,@msdivineknight wish i could  want to stay and play with u guys and enjoy a block party for once
sadness,"@yelyahwilliams alright. i REALLY wish you guys could've done a show in tennessee  because now, i can't go to one of your shows :'("
sadness,@jovenatheart you never follow me I sad  LOL
sadness,Shoot. Only 12 miles
sadness,@siiyu she could have been a lost dog  poor girl
sadness,@MrSucre lmao i sure did!!! no luck though
neutral,"I'd respond, if I were going"
anger,MOtherfuck QW
neutral,"@skie I'd have responded, if I were going"
sadness,The girl across the hall says her cat got out when the landlord was showing her apt.  so heartbreaking
sadness,"Feeling bad for my little sister. Put a lot of money into her Saab, took full coverage off it last week, and totalled it yesterday"
sadness,trying to spending time away from the reality....broke my heart again
sadness,Oh no! Poor bears  i just had a nightmare i wrestled a huge snake and won
happiness,@Sopphue i foot think it will let you since it.s international  but we have twitter haha
neutral,At the DMV
neutral,I hate it when I forget to actually turn on the dryer
sadness,"i want my ben and jerrys now lol, TWEET PEOPLE im bored"
sadness,not feelin 2day
sadness,"Going to an engagement party tommorrow night - it should be mine, but its NOT!  Stepping off the soapbox."
sadness,@SeviDesigns It'll be delivered next Friday.  That is a looonnnng way away with 5 people! Guess I'll do laundry next week at mil's.
sadness,"@audreyallure - I'm really thinking about staying till tomorrow .. I have to be back in Philly 2nite, but I wanna stay so bad."
neutral,@statisticsio No! Why?
neutral,@katiejonesy it does but that game doesn't.
neutral,Aw. Toy Story 3 is coming out NEXT year.
sadness,feeling rather peckish...no dinner for at least 2 hours  wah
happiness,@shelleymcarthur I was only @ Cambie just slightly before the event then had to leave  Waiting for feedback though; I'll keep u posted!
neutral,South of the Border! And officially out of South Carolina until January
neutral,"If I were an heiress, I would be shopping all day  Kinda bad, I know"
sadness,On my way to lake geneva and I miss my laura
happiness,"going out tonight, FINALLY. i wanty lie in the park but... cinema bound it looks"
neutral,time for work
happiness,@MorganMartinez My dream was about hanging out with all my friends. It was good until I woke up and they weren't there.
sadness,"@CCNKAddict I know... it just falls right at 1pm my time, like right in the middle of the day"
neutral,I need more twitter friends. I'm checking this far too often and find nothing new
sadness,@wimnms well i miss her i think she would really like it  re:trina
sadness,@ChrisEfs i tryed that the other day but they werent giving up what they were using!
sadness,Nothing like waking up slow in the morning. Docs appt today.
neutral,my teeshirt is faaar too small for me but i like it too much to stop wearing it
happiness,"went and got a pedicure and a manicure 2daii!!!! and den sunbathed all daii!!!! BEST DAY EVA!!!!! oh yeh,....did a teeny bit of study"
sadness,It went really well! But the vid didnt work.  im sad
sadness,missed my friggin hair appt!!!
sadness,"@Quinztar Oh no, but that means that you won't be able to get pwned by my shottie this weekend"
sadness,"hillsong tom. night, and dad's birthday! i wish i could see him on his bday though."
neutral,@atlanta_arcelay http://twitpic.com/4xvw2 - I got chased by a male chihuahua that looked like he was pregnant today  He was black and  ...
happiness,Just got back from the doctor... I don't need surgery yayyy!!!!!! But my knees are still fucked  not gonna get better
sadness,@meiko911   didn't have time this morning to go all the way across town to take a pic (SO SAD)
neutral,@nick_carter The video is set to private
sadness,@marisatangorra it because your handwriting isnt on any of them. and everyone is making fun of me because im sitting by myseld in the lrc
sadness,. @wickedblueglow he's in bed sick. Heavy fever. Went to dr's. Part of the reason i'm watching Aladdin 2 now and still haven't been fed
neutral,"I don't get it, I was feeling fine yesterday. and now im a ball of sickness ! i hate the flu,"
sadness,@tojoha1 sucks that i had to delete it
happiness,just done planting the garden...hope sun will shine soon!
neutral,"@justinderekrich Good morning nyc! If I weren't broke, I would have landed there yesterday afternoon."
neutral,"@heartintherain yeah but they had to come barcelona, because not all the fans can be in that concert  COME BARCELONA! JESSI TE QUIERO"
sadness,I hate taking lily to the doc to get shots. It makes me super sad
sadness,@gealbhan_beag     I hate cat pee.
neutral,@MarleeMatlin How did your book signing go?  If I lived there I would've came!
sadness,@reverieBR That sucks. I hope you find a new job soon
sadness,"WOW, got killed on first wave of Horde on Gears. FAIL"
sadness,"just got back from NOM NOM's at our favourite restaurant here in Haarlem. I'm sad, I will miss eating there, the food is INCREDIBLE"
happiness,almost done with my first day at the spa...I missed this place! Then headed to Fort Collins to close down casa de kent
sadness,I worked at a car plant once..nobody believes me though. I repect all the hard workin folks in the world.
sadness,i have runny nose... i can't breathe.. terrible feeling...
neutral,Is working allll weeekend
sadness,"@rakka oh no, you're gonna have to break up w/your ups guy when you move"
neutral,@payforglory i am sorry i don't like girls ~that way
happiness,@AmongstStars awee!
sadness,"Its sooooooooo not funny when I have to move from computer to computer to render and draw. Come on, Revit! AutoCAD was never this bad."
happiness,currently playing... part of the list
sadness,My peeps is coming from chi*twn today for the weekend to hang w me and i dont have any time  always workin!
neutral,@kt__d  make it go awayyyyy
neutral,"I waited, listening to wind blowing through the tumbleweed? Are none of you old enough to know what to do when someone says Crackerack?"
sadness,Bored and lonely at work
sadness,The stratus is going bye bye today  i loved that car in high school #fb
anger,No gas PLUS no money = Desperation!!!   and that's the word of the day!  http://twitpic.com/66zls
neutral,He's getting ear tubes in about an hour so no food
happiness,@eep2001 Might have to cancel our Disney trip this year.  Not too thrilled about it.
sadness,LA unified summer schools drastically cut due to CA budget  cuts. Very sad
sadness,@eoghancasey oh no!!    i wish i could lay out in the sun!!  i have no garden...LOL
sadness,@Orion_Girl OOC sorry we keep missing each other...
neutral,Now i cant find him  Gonna be a sleepless night tonight
neutral,@ItsMeGregory you're so far
happiness,"Good am all..: hanging out with ma dad 2day, looking for a job still.."
neutral,I wanna roc wit'chu . Imy buu
happiness,@xxdePinkLadyxx I KNOW!!!!!!!!!!!!!!!! JOIN THE FREEKIN CLUB!!!!
sadness,"@GabrieleDurning  sadly we were too late for TraceyCakes, but we got them elsewhere- not the same but still yummy. Tea w wee on wknd!"
sadness,"So from this moment foward, imma have to spend my money wisely. No dress and shoe shopping every week. No more pigging out @ my fav rest."
happiness,"@darklord1  Ohh what fun! A night at Slimes, I miss that place!"
neutral,@nick_carter Vid is marked private..
sadness,@KING617 I REEEALLY wish I could be there  haven't been n a while.what's goin on down there lately?
sadness,"hates everything about seafood..esp smell! just so happened to serve lobster in the chow hall... noooowww, I gotta headache.. ugh! smh..."
anger,Very bad things.......I need to stop thinking!
neutral,@dj_crisis deathmatch? I don't have that game. Plus.... I'm not really good at any games  lol
neutral,Stressed out fro work and having a drink
neutral,@deejaychips i havent laid my verse yet...
neutral,the live version is so much better  ? http://blip.fm/~79my3
neutral,@Madrox My condolences.
neutral,"@stacywillert yeah that was me yesterday after i found out the house i want is sold, my bank effed me over and then the car accident"
neutral,"@Galia ouch!! Applied Ec over the summer? And no graduation, then?  *hug*"
neutral,@ClipperPrincess No I haven't made my page yet.  Had to work
happiness,"Have ordered the cuuutest invitations for my new nieceï¿½s Christening, and they just arrived back in SA.  Sorry that I wont make it myself"
sadness,@tanyaahedo - I know! It was drizzling all the way to work!  Hope it warms up this weekend....
happiness,@danni_30439 I really wish I could go!
sadness,@danger_skies miss you too :'( it is!i never want to come home.....seriously
sadness,"OK, home made pizza tonight, but horrors, I've run out of anchovies"
neutral,night nurse!! :S
happiness,"@nick_carter Gotta make the video public, dear. LOL ...can't see it."
sadness,@Pretty23rd I wasn't feeling it
anger,@anz_rocks19  i have to break the twitterparty... im off home soon
happiness,"Wearing exactly the same clothes as I used to wear in Canada, beanie (or touque) and all.  Ahh brings back memories... I miss the snow"
happiness,@oliviamunn SAN DIEGO! MOVE DOWN HERE! although whether right now is pretty cold. im waiting for the suck so i can go surf  I LOVE YOU
happiness,@nethra - one more funny msg on fb. this time with an actual link  today i have received 5 such messages
neutral,I'm back!! Sudden wave of melancholy takes over. I miss the Shining Emblem
neutral,@petewentz hey are you guys planning any So Cal headlining shows around the time of the Blink tour? We dont get you in Irvine
sadness,@kheiny so the beneath show got cancelled BUMMER! i guess i wont see you til cornerstone  who are you goign with?
sadness,is off to get the boy and then to his doc. Persistent coughs are not good.  http://plurk.com/p/x285t
neutral,is awake and does not want to go to work...
sadness,"this evening,picking up n'pop and go for dinner at Ta Lum Tum Tum (som-tum),Major Avenue..decided to go home(not clubing tonite).."
neutral,revising for exams
neutral,@iNetters thank you
neutral,I must be the only fool in twitterland that doesn't get retweet!!  #sadsville
sadness,@spencerkeasey yeah doesn't that suck!  I am working with a Nano here so i had to take 75% of my music off!  so sad
sadness,My first car is offically gone.  good bye my turquoise topaz. You will be missed greatly.
sadness,@LimeIce On the way home dood.. Dont think the crappy vodafone gprs can handle yaymen.com
neutral,"i love Fly With Me, live chats and don't like being sick."
happiness,"@susannaheanes bwaha! It's so far away, though.  But it looks fluffy! And Jared's hair's SHINNNY."
neutral,meditating on my plans for the weekend...gotta work saturday...
happiness,"@LeeHongRui hahaha.. it's ok, how can I hire your mom??! So paiseh.. haha, I shall do all the washing then"
sadness,"@redsoxgirl28 been there, sadly.  this isn't your first rodeo, my dear, I suspect you've learned your lesson?"
sadness,Bushidokan class got canceled.   I'll just have to sign up for karate someplace else!!
sadness,@KoFiBaBy wats gooood !! miss yall already
neutral,"@RNconsult alarm watch + pill name display for functioning Alzheimer patients w/b key; hear alarm  ask, What is that noise about?"
anger,@msaysrawr *points at the gear question I just posted* I cant get the rest of my Dreadweave set
neutral,My moms calling hospice 4 great gpa  its only a matter of time only God knows.
sadness,this day cant go by any slower
sadness,"about to head to Starbucks. was gonna take the bus to Paradise and Starbucks, but missed it by 2 minutes."
neutral,@technicoloring 1720 HA. except omg amy bb I have to give my loaner laptop back today so I may be without one for up to a month
sadness,@smartie999 That's me on a good day
neutral,"On the way to Wildomar, CA towing the Lexus"
sadness,"@xombie yeah, NO. I already called to ask."
neutral,"@artbynemo My name is Chad, but I won't be here tomorrow"
neutral,Maybe I won't be getting a call.
anger,The Catch Me If You Can DVD that I rented from Blockbuster.com yesterday was cracked. Figured it out about 35 minutes into the movie.
sadness,@myersandchang it's not.
sadness,Hi ho its off to work i go again
sadness,@DavidArchie I listening Your album on youtube. So awesome. But i can't buy it
sadness,My poor poor mouth
happiness,@marisette Weird! Maybe all the updates just aren't being sent to my phone  Haha
sadness,"going to work at one sucks, I miss happy hour at sonic"
