sentiment,content
sadness,Just got my ass kicked in Tripoly lol  I got such bad cards... i suck
sadness,Annnnnnddd another one bites the dust
sadness,"on my 42nd written fuck.. i get less ideas every day, and every day"
neutral,"@ddlovato Since obviously living in Alaska, only a few radio stations we get here."
neutral,"Oh noes.  hey, what's my tatoo say?"
neutral,@astynes I don't have a VCR...
sadness,@hammett I wish I could have time for my xbox  project all tied
neutral,@MsAKAtainment I know right  but hopefully something comes up though
neutral,@claudiuvoicu supposed to be back Sun (via private jet btw#!:o) but mite hav to stay bymyself (thnk god) for another week  &amp; want Bruno!
sadness,And trash repops.  Getting it tomorrow night I suppose.
neutral,Huge headache...goodnight!!
sadness,feels like crap whenever she lays down. @)(1+-'$#! I hate heartburn &amp; backaches!
sadness,@katiefreeze I miss you!!!! It's lonely and empty without you!  http://yfrog.com/3o3zxoj
sadness,@lozzyx NOICE. I realised that after exams I have 2 more weeks  Forgot about the whole 2 weeks of Unit 4 in term 2 thing :/
neutral,"I justwatched like, 5 straight episodes of escaped on ID Discovery channel. A guy imprisoned 6 women, killed 2 and cooked them"
sadness,Missing Everyone
neutral,its only 0.2! Just give me my 3 points!
sadness,My sisser is moving tomorrow and of makes me sad  actually I guess technically in a couple of hours since it's already Friday.
neutral,@ryanhalloran why not?
neutral,to Chicago... but why isn't my ride calling me back?
neutral,"K, goodnight! Gotta do Chuck E Cheese tomorrow following kindergarten shots and physical... Bla"
neutral,I've got to catch the bus to work
sadness,@wired that is so sad
neutral,@pegbanditkitty absolutely nothin
neutral,@ecctv If it makes you feel better I lost 10 overnight cause I posted a picture of a baby
sadness,is still sick  sigh
sadness,i feel really weird
neutral,@scumm_boy I'm sorry  I'm thinking about you and hope the week gets better!
sadness,my throat hurts  gonna go read and go to bed. text mee!
neutral,mannnn..... @alllyy_ got an iphone!!! im jealous....  http://bit.ly/NgnaR
sadness,fjdskal im really frustrated.
neutral,"@regent_lord Aww, you should've YouTubed it."
sadness,Wondering how come mcdonalds take so long to deliver my food.
sadness,"@kenyaimagine ... much more injustice than we can imagine now. It will get worse before it gets better, I am afraid. No doubt here. Sorry"
neutral,Will miss nostalgia ... everyone please kick tushar
sadness,Sooo.....I'm kind of sick n tired of the bs that guys dish out  !!!!!!!!
sadness,"@StarOnMaineSt idk lol my head hurts. rly bad. &amp; so does my stomach... hmm... personally, i think its from all the #s ive had 2 deal wit"
neutral,says good (or should i say bad?) afternoon!  http://plurk.com/p/wxpdj
neutral,says I've got number 10~  getting low~~ http://plurk.com/p/wxpdr
neutral,@summer_eyes I wish I knew!  The curse of Tumblr.
sadness,what a beautiful day - shame I've got to spend it in an office
neutral,Business exam tomorrow
sadness,Just finished watching the series return of the Chasers War on Everything - really quite crap compared to how it used to be
sadness,Wow just realized haven't checked Twitter since 9am when I saw my to-do list. Good news- got lot done. Bad news-don't know where day went
sadness,http://twitpic.com/664b7 - miss my bestfriend :'( now she left school
sadness,Tummy hurts
neutral,back from grimsby  it sucks bein back but was amazin wknd anyway!!
sadness,farewelling an employee tonight...
neutral,"@allysonalfonso haha, its under 18 :@ so ive got no one to go with  curse none of my friends liking TAI lol"
sadness,"Morning all. The water heating's packed up, so i can't have a bath. I REALLY want a bath!"
sadness,@heavenlyriot Girls are confusing.
sadness,@ lyrically_Me   Why would you do that to me?!
sadness,Blackout in the city is never good
neutral,@angelazodiak Aww maybe i traumatized her.
happiness,"@wedplanworkshop . Flights already booked, plus its GGD2 1st birthday. Can't miss that ! especially as we missed GGD1"
neutral,Ugh. Too much happened today. I really need a hug
neutral,@n3rin3 Ur pic is gone
neutral,how do you twitter?
sadness,@half_a_mind Chris and I are staying in Glasgow instead cause there is absolutely no accomodation in Edinburgh due to the marathon
neutral,@JWess awww  ok lol hopefully by than im still here and not back over in the states
sadness,@t_isfortammy Sad tweets are sad
neutral,@djcoombs not at my workplace.   but a short-sleeved shirt is absolutely necessary today!
sadness,Have decided I just can't stand @GuyKawasaki's Alltop spam any longer.
sadness,i miss rich
sadness,Headache of the century coming- I can feel it  Fuck.
sadness,disappointed to know that I got the Silver Award. I want the GOLD award. I hate being second best.
neutral,does anyone know how to convert 6 est to Aus time? ROFL xD fucking radio disney
sadness,home from ice cream tweet-up (my very first tweet-up!) No pics because my camera battery died last night and i forgot to charge it
neutral,@sakshijuneja ok that's subtly saying i'm no longer a fave  temme 1 thing - did the firangs steal your vocab? ur eating words and how!
sadness,@narain Dun wanna travel all the way there for lunch now. But yeah i have been there. Nice place. Missing Shan-e-Punjab though...
sadness,@xMyLifesAStoryx rob got lucky that game he beat me 209-205
sadness,home from school had the shitest day today
sadness,"@hobosexual lol.  When I went to buy my new laptop in Feb., I already knew, lol, but I looked anyway and walked away sadfaced. :/"
neutral,FYI no internets until THURSTAG!!!! after saturday  i have a feeling i will become 800x more productive during those days.
sadness,Sitting by myself. Everyone took the good seats.
sadness,@sfannah Ahhhhh  Well at least I'm up to!
sadness,@DHughesy ME! oh wait wrong state
happiness,Are u missing ur frnds ? Hear to &quot;Manasellaam &quot; From Kulir100 Degree movie. Its amazing !!!  Nanbargale - Miss u guys !!!
sadness,Sorry was that mean
sadness,"@rscheuer sorry, is only in spanish for the moment"
neutral,I signed up for an account on a political website so I could post a comment but it isn't working.
neutral,How Come I Can Never Sleep Past?? Not Good
neutral,@typicalrouse I would but its like 1800 or 1000+ miles  gas prices are crazy im doing alpine next summer most def
happiness,@cha_rade oh no the economy gotcha?  sorry but so happy that you got another one in LA!  Enjoy SoCal! Ahahaay! LOL
sadness,has had the flu pass unto me by andy...went shopping and got fresh chicken for chicken soup...but no d&amp;d this sat ...is a sad panda
neutral,has an exam at 10am - I slept about 3 hours last night
sadness,not well
sadness,@Miss_Rain oh what the hell  way to tell me.
neutral,Wish I lived in or atleast relatively close to Ohio!   Haven't seen @SmallTown_Troy or @Derk_McLoven in almost a year.
sadness,@theblackestsea oh crap!!
happiness,so carlie came over and she fell asleep on me
neutral,@3Gguy and within a short time of the last clue all of them
neutral,my phone still doesnt tweet
neutral,"@blindcripple Good idea Brain, you can't not be on Twitter..."
sadness,@shaundiviney i didnt get the msg!! :'( but i bought princess
neutral,@mrskutcher just checked library website and girl with dragon tattoo is checked out
sadness,"I'm so unhappy being here. I hate it. It's affecting everything. My relationships with people, my personality, my attitude..."
sadness,"There's Nothing To Do Right Now And I'm Tired But I Don't Want To Sleep. Cleaned Up Pretty Good, So Proud. At Least I'd Be A Good Janitor"
sadness,@Madush oh my... now im offended.  ha
neutral,I'm at work
neutral,"@portugaltheman @liftingfaces Where'd the songs go on the site, I want &quot;Do You&quot; on this computer too"
sadness,The 3d version of Up sold out   regular version it is!
sadness,@NickTheIntern my love!!! We still havn't done lunch together like we said we would.. I miss you my friend
happiness,"To all my friends: Im deeply sorry i'm moving, i will miss u all so very very much!"
neutral,@CheetahmamiBia oooo ok   why  havent you accepted my friends request
neutral,just got home after killing a possum
neutral,... that's all
happiness,@allyycase suuure
neutral,@anshprat yahoo maps! lots more to desire #yahoo
sadness,now aches &amp; chills have joined the party. Why couldn't the cold just go away? It had to get worse?
sadness,bed. with stomach ache
neutral,"facebook quizzes are one cure of boredom haha, my teeth/mouth hurts"
sadness,lappy charger is completely dead... conserving what's left of the battery until i can afford to buy a new one
sadness,finally accepting the fact that all cute guys are taken
neutral,@debbylovespr I've got one too  though i think mine was attributed to the seizure inducing color/light show in the movie The Soloist.
neutral,goodnight everyone.
sadness,@HazelAngeli @V0TR0N  too bad Vo got me sick I think  &amp; I don't even have meds to feel like you.
neutral,@IsaGoksu  http://yfrog.com/11z2ip  nothing there
sadness,Honza takes his flight back to the Czech Republic in the morning  I'm really going to miss him.
happiness,ah thats better snow patrol! now to be stuck indoors  still weekend coming up and fresh air excellent hope its sunny!
happiness,"up early again  loads to do- but the suns out, hurrah!"
neutral,"really, realy want a netbook. mrr. Techno-lust sucks"
happiness,@BevJack Babes it was sooo much fun!!  Thank you so much for making that happen!  Had fun with the ladies too!  Time went to fast.
sadness,Matty is le tired.
neutral,@RichardGiles mine pools... just in someone elses pocket
sadness,@NellaGrl not really having a good night... missing my little girl...
neutral,@ndrew10 I know!!!! He didn't ask me
sadness,Nite Tweeple.  Tomorrow will be day 25 at work.
neutral,@MrsSOsbourne Ozzy isn't following you yet
sadness,Ahh man up and getting ready for work  I wanna sleep!!!
sadness,@JasmineCJones  I was just thinking the same thing! I love our morning chats! We totally need 2 live 2gether full time. Lol
sadness,Wish I was at sri panwa now
neutral,I hate TweetDeck when it reaches access limits
neutral,@ANAIZZ you might want to get some rest...i promise you wont retain the knowledge sleepy
sadness,"wants to listen to musiq soulchild, but it is not on the iPod"
sadness,i miss seeing fireflies.....
sadness,@Brookeleeadams hang in there- health should be priority #1 right now! i do hate seeing good people get mistreated so i'm genuinely sorry
happiness,@ColeDavid had  a little family party tonight   hope it rocked
sadness,Had a awesome time 2. Got2meet brandon rhyder! Unfortunatly i can't sleep n tomorrow.  back 2 the ole job. @pattymlt got my game face on!
sadness,@Saresa And I feel your pain.
sadness,2orw!!!!! Nooooooo I want to go back to Newcastle!!!!
sadness,"bout to watch notorious cause that's how i'm feelin now. wish i could eat something, but i can't.  surgery tomorrow. no food til saturday"
neutral,"@Wolfie85 @christelmcr Ah  sameway Yet,@mikeyway has 2006 votes ((.We need more vote :'D"
neutral,I want a Monte Cristo sandwich sooo... BAd!!!
neutral,Just finished watching &quot;Marley and Me&quot;
sadness,@Jessicaveronica you guys gonna tour with Short Stack again? I missed your last tour  Me friend went and said it was mad!
neutral,@GeoffComma no fair
neutral,"Nina was on my lap, but just decided to jump off"
neutral,"the swine flu is in robina, gold coast"
sadness,I'm going to miss Miss Suhana
sadness,Why are the sinks in hospital toilets so low? Now the crotch of my grey suit is spattered with water! Just in time for Physio
neutral,Def wants to cuddle it out maybe play but has no one to do it with the bc is far away
neutral,Gotta go back out there.
neutral,I don't remember what i text to twitter to get a list of commands  halp
neutral,@gettothefalcon i miss that too
sadness,I should go get a life. Sam just texted me 'Phuture tonight?'  http://sgBEAT.com/pic/81/
neutral,I cant watch anythgin till tonight
sadness,sad that will have to leave my beautiful apartment
neutral,"@workhomexpert Nope, re-reading it all over again.     No offense meant"
sadness,@greco31 I've been trying not to think about that!
neutral,Jay Leno has one more show left as the host of The Tonight Show
neutral,@TLuke08  sometimes going and doing other stuff cures that
neutral,..i graduate today
sadness,Waiting on the bus! I miss my car
sadness,"says I'm still dreaming about that Nikon D60..erRr!  *ate, kuya **PLEASE** lang* huhuh http://plurk.com/p/wxrx5"
neutral,@504chucky whats with u hating on becky soo much? ur bio says ur nice....guess not
sadness,It is kind of lonely when nobody will answer their phone.
sadness,Rest In Peace  ADaM 12 &amp; GLeNN EPPS.... Gone but never forgotten... what a week ...Loud in da air 4 ya
neutral,@Salamandroid its not just you - its properly dragged this week
neutral,looks can be deceiving
sadness,"is having the worst week, things really do happen in threes"
sadness,@katrinalmoreno and im an idiot for missing their last show
neutral,Week-end is over and now it's time to get back to work
neutral,"Summer is about to end.  For some, it's just about to start. Hahah."
neutral,"@toddh3284 T, im sooooo bored right now"
neutral,@CHARITY_GANT popularity contest and they think twitter will help.... and it's become trendy
neutral,madd bored
neutral,My wife can't get on the guest list for tomorrows show because it doesn't exist. LAME. I guess no wife at the show.
sadness,@chuybe. you left me first .. and left your bed here for me to look at
sadness,"Bike trail - 1, Miss J - 0, two front teeth - 1 1/2.. Hopefully! Vacations suck!"
neutral,@jesssicababesss @IvanaE @RachelLock22 DECEMBER... thats like a year away...
sadness,Sadly I am bprohibiting myself from tweeting tonight. Sorry
neutral,Ugh cant sleep on  this bus.  still have like 5 hours
sadness,"@kesoleil Oh man, Did Yogg today. Worse than last week."
neutral,Alcohol does not promote weight loss.
neutral,is up too early
neutral,3am i still cant sleep
sadness,@anant25121986 it is so unfair that all the good rock shows happen only in B'lore and Pune
neutral,Going to a wake of a dear friend Marlito Sy tonight in Novaliches
happiness,I miss the concert Tuesday already. I'd really like a time machine to go see it again... It was so fun...
sadness,cant sleep again! I couldnt sleep last night eather!  *Wabble Wabble*
happiness,hahaha yeah i see that. but he can't twitter me back
sadness,"have to stay away from home, and since this part of india dnt hav gud wireless internet, im fucked"
sadness,Wookei why did you never accept my psn friend request
sadness,@davidaKaplan As do I  Leopold says hello.
sadness,because my dad has the tv to loud. Then i get creeped out cuz im from a dodgy neighbourhood and there was someone in my bush.
sadness,"cant talk very well, just remembering about something once said to me...  not a good thing fucking bully nasty pieces of work arrrrgrrrrrr"
sadness,@tiataquito you stop it
happiness,Watching Jay Leno's 2nd last Tonight show   I haven't gone a day without Leno in like four yearss.
sadness,just got home.. downtown was dead.. plus im kinda under the weather and i gotta get up for work tomorrow
neutral,i sooooooooo dont want to go to work today to nice outside.
sadness,"Yesterday a friend of mine was thrown off his horse as a lorry drove past us, ignoring us signaling for him to slow down"
sadness,Ready to go into work now.  cannot be bothered.
sadness,"I hate working nights, cos I'm not really able to enjoy this gorgeous weather, as I will be asleep"
neutral,need a camera blower.. my camera censor is dirteeh..
sadness,i really should stop relying on my family when they say their going to get me lunch
sadness,"Changed my hairstyle,but it isn't good as it supposed to be N don't wealth that much money..  hate that hairdresser~~"
sadness,@_erica I know right
sadness,@roshnimo yup .. sad eh .. Betty man .. it should have been betty
neutral,S'acaba la setmana del rap vintage  amb la millor: MC Hammer - U can't touch this http://open.spotify.com/track/1B75hgRqe7A4fwee3g3Wmu
neutral,... Money money money...      http://twitpic.com/664uz
sadness,@polyap POL! Is this song from a new album? I am really missing out on UdD!
sadness,is tired of summer already
sadness,feels really sick.
neutral,walked home in the rain.
neutral,@mvermut translation = complicated sh-t that someone is going to have to teach me
sadness,@Trentskers Pfftt... I wish. Don't have time though.
neutral,"bored, nothing to do"
happiness,@assembled ive been there before  haha
sadness,"Mom asking if I'm feeling better after dargah visit. Dad swears he sees +ve &quot;change&quot;.  I am amused.   But yeah, still depressed"
sadness,Their songs make me want to cry..
sadness,@AshleyGofficial aww dont cry ashley
sadness,My siblings left me alone.   Bored. (:|
happiness,"i have the biggest headache right now, i washed my hair wif mum's shampoo and now it's gross  i like my shampoo way better"
neutral,@PorkChopJones Sorry   move back?
sadness,In the bus... Almost an hour late because of my crappy alarm clock  should be in Leeuwarden at about 9:45
sadness,I wish my grandmother had taken me to the US with her
sadness,@noiselesssound I just heard that Regina girls song @ les deux! And I think u should/have 2 come back 2 mc! I miss u
sadness,"bummed i didnt get to see manchester orchestra bc it was sold out, i spent all night buying tv shows on itunes  lame"
sadness,"Well thats me for the day, watching Panthers tonight beat the Saints (fingers crossed) cause there are no QLD teams playing this round"
neutral,@_anniemay OMG No fair
sadness,"@Krista_Watson I can't this weekend, sorry  And Steph is working."
neutral,"@RockedByPickler no I won't honey I got mad yrs to go , why am I crazy?"
happiness,"Heading home now, yay! Was going to buy a much needed bottle of wine to drink with dinner, but my wallet is MIA so no wine for me tonight"
sadness,just got home. im so effin sad
sadness,@lizz_xx cheer up lizzi there will b another foh hero concert   but still i suppose we can b upset  xoxoxo
neutral,Got back and putting in the laundry. We got in there last  o well as long as its clean. #DSAA09
sadness,"@zackintoys Sadly, it doesn't  I was so hopeful after American Doll Posse, too ... it's just so blah and vacant of dynamic."
neutral,Brake time!! Nothing for lunch. Tonite.
sadness,@MommaSalty ...that's a miserable afterparty report
neutral,rented bikes + unknown trail with random bumps + big hills + kids = one beat up little girl. Not a good day on the B family vacation.
neutral,"I feel like ive done the London marathon, I ach all over"
sadness,Not excited of blowing out another candle today... [as when I was a kid!]
sadness,sigh....it's always so sad when you watch the series finale....no more green wing left to watch
anger,I tried to dye my hair and all i got was a blond chunk in the front middle part of my hair. Dang.
sadness,Got the BrainBone daily question wrong!  - http://bit.ly/11dd2T
sadness,The fam back on the Big Island said the vog has been so bad that they can't see the ocean. Sad!
sadness,"A sunny morning in the Big K, with lawns to mow and a 2 mile to run to attempt, urgh"
neutral,@DantiChos baby help me with math
anger,&quot;locked up abroad&quot; makes bein half brown good risk mgmt when travelin 3rd world. i blend. i feel sorry for my hostage magnet white pepo
sadness,@USOuljah Ohh Emmm Geee. Souvlaki from Dimitris...I wanna go homeeee  LOL
sadness,Wants milk
sadness,@madeleinelaurin whys your cat in pain?
neutral,Epicfail and Joseph in class... Very long liao
sadness,aww my poor tank friend.    his guild is fucking him over after promising him main OT. he barely even gets to go now.  ;_;
sadness,@franksting yeah... it is very very dry down here
neutral,the physical. It's coo now i know. Just lettin off some steam.
sadness,god it pisses me off that i always enter comps &amp; never win.I am such a sore loser
neutral,"@vivzy wanted to change my handset covers, pen drives and a headphone in some place..guess its not happening..."
sadness,Canï¿½t stop loosing.  Worst month results ever... Bubble two times in a row.
neutral,@HomeSwapperteam what is the point of your twit on bgt i must be one of the only people you havent found a swap for depite the promises
neutral,hampa hatiku
neutral,I don't ship out until October
neutral,I would of won that contest if I weren't to have chickened out
sadness,"Time for bed, oh how I wish someone was laying next to me"
neutral,Poltergeist! In my house
happiness,@captainboots  YOU'RE FAKING IT! Hahaha...I kid.
neutral,@Joseph_KHC wooow. lucky XD my break is gonna end. my classes starts @ june 4
sadness,Today is going to be a normal day for I hope. We had a group of pilots from a large airline come in last night so it was too much drink
sadness,OMG sore shoulder
sadness,"@irkengir No. As a result, the salary is a decrease"
sadness,Can I get tonight's SYTYCD online anywhere...streamed like Hulu or paid like iTunes. I missed my favorite judge and now I can't sleep.
neutral,FML still awake  melatonin not working!
neutral,"Augh, fever's gone up again. If I end up missing the WeHo clubbing tomorrow night, I am going to be pissed. Stupid boytoy gave me plague."
sadness,"I feel sick..like don't wanna get out of bed, be bothered, don't go 2 work, turn da light off, pull da shades n tv off type of sick"
sadness,"@yelainez  oist the 1st tym, di pa ko 18, the 2nd tym, may sakit na siya... don't blame me"
sadness,Why don't we close the library due to the great weather?  And the ac isn't working  #fb
sadness,Time to do house chores! Ugh!
sadness,"getting ready for school.. reading what's going on on set in Montepulciano, and practically crying cause i'm not there"
neutral,@BrentLauren that doesn't sound like fun
happiness,@pourmecoffee I won my 5th grade spelling bee. Went down trailing flames on 1st word at county spelling bee  http://post.ly/geb
sadness,missing Taylor like crazy  cant wait till he's back
neutral,Come to bed
sadness,Had a good day till he twisted his ankle on his two mile run
happiness,Can you believe it:Tomorrow Night will be Jay Leno's last episode of the Tonight Show  I encourage everyone to watch it and welcome Conan.
sadness,@TerrenceJ106 yooo! Its rainin dumb hard out.
neutral,lonely ..
neutral,I was rooting for Betty.
sadness,"Changed my hairstyle,but it isn't good as it supposed to be~~N I don't think it wealthed that much money..  hate that hairdresser~~;("
sadness,@J2thaESSICA yeah dnt go there.. I have 3 dif apps on my phone for it  so sad but there is a reason as to why lol
neutral,crash in Qmbol
neutral,I'm such a chicken
sadness,Um k.. this is NOT Close My Eyes.. this song always makes me cry bc my mom is gone but I &lt;3 it anyway..
neutral,@Burgandy1 Girl I know!
sadness,"@SmellTheCheese I know, that is so sad.  I"
neutral,@metafisix i thought you were gonna be at the show
neutral,"Bucky, my ferret officially has insulinoma  Now on daily prednisone. Had interview with p-doc today, have to go back monday for testing."
happiness,Bought a new combo printer at costco today (officejet j4550) cause it was cheaper than ink 4 old one. #windows7 doesn't like the fax part
happiness,why do i have to wake up so early goddam?! 7.30 on my last day off  bummer
neutral,Goodnight world! I have t o be up at 5am
neutral,@Fasn8nUrMind ima goodgirl I'm not down with takin advantage
anger,@LouGagliardi  damned hordies
neutral,gahh!! i'm so tired right now.
neutral,@whitespider1066 &quot;toys&quot;??? Advanced load carrying system. Low-cost 1-man outdoor shelter. I didn't get the Wolverine glove
sadness,"@dj_cm  Didn't drink enough for a hangover, just tired and over worked"
neutral,"???ï¿½ï¿½  ???CE d grade?mock?????, ???????"
neutral,need a lots of moneeeeeeeeeeeeeeeey
neutral,i have nothing to do
sadness,Just awoke in a completely freaked out frantic frenzy.  It's going to be a long night.
neutral,@AdamKruth serious! Perhaps Sat will work out better
neutral,i got no followers i only have like 2  someone follow Me please?
sadness,where's enthusiasm in meeeee
sadness,"drinking some really nice coffee, got to go to the dentist at 9am this morning"
sadness,@jessereed did u watch the day the earth stood still? did u not see my bye when u got d/c...  im sad i left 2 and now ur gone  ily&lt;333
neutral,Dude. everyone could. it wasn't ment to be bad..
happiness,@tifftiff88 what don't be sad?  Be glad. Your 21
neutral,@TerrenceJ106 I'm with you...been up till 5-6 for the last few nights...
sadness,#DepecheMode concert next week cancelled  Alternative date not known yet. Dave Gahan had a tumor.
sadness,"its 2:08 am. I CAN'T SLEEP!!!!!  i thought it was b/c im hungry, so i whipped up a pb&amp;j with milk. hopefully it works!!!!"
sadness,Only 1 tweet in the last 24 hours?  Nobody likes my tweetboard
neutral,im saaaaaaaaaaaaaad  i need someone to talk to.
sadness,i'm so bored i can barely even tweet. i have nothing to talk about.  #boredboots
sadness,"my head is killing me, i keep sneezing, and i think my boyfriend fell asleep. greaaat"
neutral,Hangover
sadness,roughnight
sadness,Tired. About to climb into bed and fall asleep. I hope this weekend will be fun... I only have a couple of weeks left
sadness,"Bad day, just got worse..."
sadness,@irkengir It is a recession
neutral,Hi anyone there?!!!!!!!!!!!!!!
neutral,Last night in Australia
sadness,"@Meikah Hala, I do not know that one.  Shame on me."
neutral,"The time in Germany went by too fast, only 2 days left   Hopefully I will move here soon."
neutral,@Cause4Conceit  wish u could rub my head too
neutral,"@philcampbell blue skies? where, it's still grey and hazy out of my window"
neutral,@risamarie: no i'm not going.
happiness,Goodmorning yall! I woke up to early
neutral,Varsity Fanclub will never be the same!!
sadness,2moro is the end of my stay @Grandmas to bad shes in NY Then off 2Ft Laud 4a weddin Florida is fun but i miss Home and Spike(car) lol
neutral,@arania nope i cant figure out how to get the updates on my blackberry. . . i need to go running too
neutral,Is up so early and proppa shattered and knackered
sadness,@godfatherobie  I'm @ work and missed everythin yesterday but don't know wot? Anybody
neutral,Shame I've gotto go to work
sadness,fell asleep waiting for my ride!
sadness,Today feels like friday. Too bad its not
neutral,@ayawan I actually meant to type &quot;end of September&quot; but I was in the middle of a conversation with someone and I cant multitask
sadness,now im gettin a complex my followers are shrinking   want to make 100 b4 Sunday
neutral,iï¿½m ill.. bueeee..
neutral,@BARACKOKITTY ur right! i dont have a reason to be up early but im sure my niece will be in my room in a few hrs botherin me
sadness,Has been underpaid  just when i really didn't need to be as well.
sadness,@Adamastorlx ohyeahhh  hate the heat!  http://twitpic.com/665a2
neutral,to spend the weekend...to not spend the weekend.....that is hte question that is on my mind...
sadness,@sashaostrikoff i miss you
sadness,Feeling bad that @muemerry didnt get to see UP
sadness,Disappointment really sucks!  I'm getting used to it.
neutral,My door looks naked   It makes my room feel bigger though.
happiness,@SharktailYPP The red font up the top is very nice. But where did they put all the old entries?
sadness,"Season 1 of Lie To Me was serious. Damn, now here comes the wait."
sadness,i mean monday take the test monday!!!! please o please !
neutral,@lumivalkoinen nice you look awesome in photos .. whereas I look like a drunken soccer fan in all of mine
sadness,@SummerXoxo That's exactly how I feel.  I hope you start feeling better soon.
sadness,My birthday is now over.
sadness,at work and tired just want to go to bed
sadness,@msalonen I feel like a Truck just hit me too! I also Resemble a man hit by a truck!
happiness,@ahhrjay useless tweet! LOL jk yay!!! You're coming tmr! How long u gnna be in phils for  ?
sadness,@Jazzy813 I miss my neice  can't wait to see her bad n grown ass! Lol
sadness,"Holy shit it's super sunny, Friday and Whitsun, my tube is deeeesearted. Wish I was in the park  http://tinyurl.com/ns2l55"
happiness,I am soo happy! But frustrated at the same time!  :]  :S. Ohh noo!!! Britney is recording her new video for Radar!!!  Sooo ExxCiiTeed!!!
happiness,"BOOYA!! Sup Tweeps!? Happy inFAMOUS day to you all, off to get it very soon. Can't wait to play, need to find some more time though"
happiness,"@TerrenceJ106 I'm up wit cha!! Just got home from da reggae club, wishin I was sexin somebody!!!"
neutral,almost 100 cases of swine in australia. hope may still decides to come visits me
sadness,Ugh talk to me someone  I'm really bored.
sadness,Sleeping on the streets of nyc for a celebrity...nothing new. Wish i had a huge blanket though
sadness,have a splitting headache!
sadness,OMG. Period cramps are FTL. So much pain.
neutral,@EnglishRoses Equations and graphs
neutral,Addicted to Glee... watching the video over and over again....I should be out
sadness,@shortstackband grrrrrrrrrrrrrrrrrrrrrrrr
neutral,"I had a horrible dream  it had to do with a scary face, now im awake for the rest of the night. God dammit :\"
sadness,Using tiffys computer...it feels different from mine... the touch is different.
neutral,@brandillio that would be most ideal. However...now I dont see myself leaving before 3  Gonna have to take a rain check
sadness,Bummed out I am missing a rock climbing trip next week
sadness,Stuck in some shitty traffic! This day is going to be crap
sadness,sick to my stomach.. and i have a headache.. i wish someone could come rub my temples.
sadness,Not a good start to the day left my money at home . So i'll hot a day me looking for free carparks
neutral,"??????? ????????? ?? Google Chrome - ?? ???????, ?? ??? ???????? ??? ?? Firefox"
neutral,"@yarivs Storysize is 2 (and it's posted as a short story, not one liner), but doesn't show up in any news friends can see. Only in wall"
sadness,"@deathnerd ah man, that's sucks.  What happened to it that's prompting a reinstall?"
sadness,@Farctum Oh poor thing  Hope it's easily sorted out. (and not too expensive!)
neutral,@bannersrus hemp cloth is marvelous but unfortunately no
neutral,@bronwen @jjprojects you might have missed my latest experiment - I know blogs have too many words these days  http://tinyurl.com/ne6twc
sadness,@Lil_maggie you okay? i miss you @tanyadenalilove im sad you didnt text todayh
sadness,#3wordsaftersex it hurts now
sadness,Heavily medicated but can't sleep. Ugh...
sadness,"Grrrrr fuck. Just remembered that I'm doing the later shift today, so not at work for another hour! What a wasted lay in opportunity"
happiness,Is dreading going to work  BUT....its friiiiiday!! whoop!!!
sadness,@DontLetGo14 at home  im so lonely here...
sadness,"what is love!? baby don't hurt me, don't hurt me, no more. I WANT TO WATCH 'NIGHT AT THE RUXBURY' RIGHT NOW!!!!"
neutral,"You need to remember the data the customer has entered on previous pages when they use the back button. So, so many don't do this"
neutral,NOT excited for 32 people reservation in the morning  damn LOVIN halo3 right now for sure too
neutral,Is there a way to block followers?  I have no idea who you are. .  Sorry..
neutral,"i really don't want to go to the eisteddfod concert tonight, it would be ok if i didnt have to wear the dumb band uniform"
sadness,Its too early
neutral,"i now have 3 new videos on my ipod, i delted a few so i could replace them"
sadness,My computer is being killed by a combo of mirrors edge and really poor win7 thermal management...75c gpu = one sad game
neutral,trying to finish moving stuff for tonight don't feel good!!!!!
neutral,Mudweight hauled in for last time by @dandypig  http://yfrog.com/0zr2jqj
sadness,"@Kingsrockandrol I'm a bit down zoe cos I'm off to bed soon, so I will miss this gorgeous weather, were having  what you up too today? X"
sadness,My tummy hurts  go away cramps! I hate chuu!!!!
happiness,I wanna go to DBSK oppa's Mirotic Concert in Thailand!!! I REALLY WANNA GO SO MUCHHHHH...    *burst into tears*
neutral,1 month ahaha. AND i dunno if I can go tomorrow LMAO cause i went today   Freakin filipino parents AHA
happiness,"@rettema &quot;might be interested&quot; - thanks, I was: I came, I saw, I winced..  too much like Flatland http://bit.ly/12f0y"
sadness,i lost my voice . what should i do ? it's very torture
sadness,it's pretty cold outside  today i got another exam...
neutral,"forecast in sf for friday, may 29: 66 degrees."
neutral,@emcrxtna 1 month ahaha. AND i dunno if I can go tomorrow LMAO cause i went today  Freakin filipino parents AHA
neutral,excited for YSJ Summer Ball - I wish we had one too
neutral,"@melkoo Hi Mel, if you feel unhappy just take a bit of fries but don't overdo.  If can help it don't"
sadness,"@Lmhustle4life Shit none. But yea last weekend was crazy, i think i partied to hard, thats why im sic."
neutral,@Bkk_Saluja but i think the choco diet is worse  cuz every time ur hungry ur only allowed to eat a tiiiny piece of chocolate D:
neutral,"it's about rain here, or it's just plain cloudy. i don't know which..."
neutral,@keytar make up your mind
sadness,@itstayloryall Im so sad we missed you at Family Reunion!!
sadness,"@1825remnant, i missed everyone tonight"
sadness,Ugh our two week push to produce a six pack has produced nothing but pain!
