sentiment,content
sadness,@LolzyluvsJB Neither could i! And i looked on ebay and it was like 250 euro for two!!!! but i doubt my parents would fork that amount out
neutral,@drea3000_bbcrew dude im sleepy and went to bed as soon as i got home.  whhaacck.
sadness,there's something about this area that makes my tonsils swell up everyday. i don't get it..  i feel slightly miserable. #FF done 4 now!!
sadness,@RetroBakery I would have to agree on the Bacon Cupcake... Would rather drive 2 the shop instead of 2 the office
sadness,"@nettagyrl What makes me sad is when I follow someone I converse with and have similar bios, but they don't follow me back!"
sadness,"browsin thru the videos in my multiply and i saw the video u sang with my bf. i miss you, N. we all miss you. pls come back wherever u r."
happiness,@cc_chapman #whuffaoke is the same night as @ACDC at Gillette Stadium!
neutral,@McFrog I can't be mean without you.
sadness,Now I'm all sad because I'll probably never see Fleetwood Mac.
neutral,@nptnmkiii I dunno...I thought I was funny
sadness,I feel guilty bc I think it's my fault the hard drive died
neutral,"@Jaxboxchick77 @lesleyadams @PMSharlequin You HAD 6 - 5 star reviews in Canada, at least until the &quot;Talk like a Canadian&quot; incident"
sadness,Could do with some messages to cheer me up  !!!!! @RobynLouise1993 @leahstakes @MissKeriBaby @jewlear @Celenko @sarahbeeny @Beverleyknight
happiness,"@bookaliciouspam Hey welcome to VA, LOL.  It's muggy up here by DC too.  Worst part of summer I'd say"
sadness,is in the costume shop cleaning and STARVING. Bring me food???
sadness,"@PhilipHotchkiss Sorry, but I don't see a Twitter user named @TomClain"
neutral,"@jonraff I jus spoke 2 my lawyer, if I blow trial =3to7"
neutral,@twenty8 Shitttttt
neutral,@kianlim Snap To Grid. I just realized that I haven't seen Iqbal in 5 days.
anger,@mashable Link to ff &quot;how it works&quot; is broke!
happiness,I don't think I'm very well. Just in time for the weekend
neutral,Follow Friday is a bit hard to do when my work kicks in on Fridays
neutral,bad timing- a new mommy just called for newborn pictures and I can't fit the baby into my schedule no matter how hard I try
happiness,"I want dazzle,"
neutral,"Plane tickets to UK and everywhere to Europe are BEYOND cheap (for June-Oct!!), but there's NO gig in the near future announced yet"
neutral,@Scottysingo don't you agree?
sadness,@IamChrisMann I'm just sick of stupid guys but for a moment u make me believe not all of them suck then I get back to reality
sadness,@thinkgeek curses upon the ridiculously slow internetz at work!  The dang image just now loaded...
neutral,"Plane tickets to UK and everywhere in Europe are BEYOND cheap (for June-Oct!!), but there's NO gig in the near future announced yet"
sadness,@flyyKiDDangel lmao I need a shopping partner today.
happiness,@DaveJMatthews concert tonight at fenwayyy! hopefully the rain stops
sadness,"@LinkedInBrian Unfortunately, I will be nowhere near the beach. I have fam in that area, too."
neutral,watching it rain
happiness,Such a beautiful day. I just wish I had the energy to enjoy it.
sadness,darn it that was supposed to be a haiku but the formatting failed me.
neutral,"@aligoldsworthy @Politics_Cymru you would think so, Ali! I found Evan's web: http://www.evanprice.co.uk/index.htm but no twitters"
neutral,I have to go to work now.
neutral,@ELLISNYC hey handsome!  I'm packing
sadness,Really wants to buy new clothes
neutral,i hate not being able to twitterize on my cell phone  oh well
sadness,walk was grand peeps lol feet are really hurting now thought  xx
happiness,"shopping with @curlysue69x tonight, cant wait!  Lucky bastard @jayrunway has already finished work  im stuck here forever!"
sadness,How could they kill him? Hollyoaks made me sad.
sadness,i need to get my life together aka my apartment all cleaned and back how it was before my birthday
neutral,@novah gah i forgot about separate bins. maybe this is a bad idea
neutral,@stoweboyd I'm with ya.... @howardlindzon doesn't  follow me either
happiness,getting cds ready for tour
neutral,goin to work
neutral,presentations finished. Busted ankle after stupido models broke catwalk and I TWICE fell in hole in beautiful bottle green Mary Janes
sadness,- me and my mom's cars were broken into.  I feel violated.
neutral,@schittyw0k KILL IT JASMINE! Haven't talked to you for ages.
neutral,"Ok I'm frustrated, there is hella dust between the screens of my blackberry"
sadness,My car is in the car hospital for the nxt 7 days  I gotta go pick up a loaner car b4 6! Bein without wheels 4 7day will set me back heavy!
neutral,Need a nap  but I have to take 4 trains now
sadness,@tcwmatt oh no!!!  well..... When you get back lots of pictures!!!
sadness,"@cheetham Alas, we can't broadcast the lunches as we have no bandwidth in those rooms"
neutral,@aigulf
sadness,I SO should've gone right now!!! *wish I could alter time!!  *
neutral,@girltrumpet she said no
happiness,"So I cannot find my poetry book. It wasn't at my dad's and I'm about to tear up my room looking for it. It I don't, I'm gonna be sad"
happiness,"@BD_illustrated Me Too! Its hard to argue w/ him 'cause he makes some great points, i just can't wrap my heart around that one"
sadness,Tracy and Berwick breaks my achy breaky heart  They split ways in the hallways.
happiness,Chatted with my old schoolmates. Awww  I miss my Highschool.
sadness,@deadlyknitshade  OOh but you soon get to meet the dung mice!!
neutral,is watching the final episode of E.R  Goon SuBo 2 win Britians Got Talent
sadness,"Awh, its the last day of the tour  I'll miss hangin w/@sendoutscuds and Children 18:3. Soooo...let's make it an awesome nite in OK!!"
neutral,http://pic.im/4d8   Horten moss kï¿½
neutral,"I've been killing ants today ( put workers to alcohol for genetic analysis). I feel kind of bad for that... Its necessary, but not nice"
happiness,WALES HERE I AM! 1st 2 weeks away in wales. but idk if the guys at school really like me...
sadness,"@semipenguin they are gone after I restarted TwetDeck  , and I wanted to follow  the peeps that I got posted frommy friends :/"
sadness,@Brookeleeadams Gutted you won't be on live office girls anymore
neutral,starting to pack stuff up
sadness,Taking my brother to the airport  Then gym.
sadness,@esatt you don't wanna see me while you're here?
neutral,eating lunch. then school
neutral,@Kainz_UK I'll hopefully get a chance to play it tomorrow. Hope it's good otherwise I've wasted so many points
sadness,just got home from school and from the wake of my friend's father.  so tired..
sadness,"is off to get her hair cut in the morning, and is not looking forward to spending a weekend alone"
sadness,Life can get soo Dull sometimes what do you do when u have no 1 around  x
neutral,@marciechapa im back on twitter.
neutral,@BBL0ve lmaoo me too  &amp; omg thank you 8-| he does need to act his damn age. I'd be ashamed if he was my damn grandpa 8-|.
happiness,"@WerewolfSeth well, i must say she is very lucky to have you! i guess that means no chillin and concert with me huh"
sadness,I'm too busy at work today...it is interferring with socializing
happiness,@goodlaura  *waves to make it all OK again*
sadness,"Broke Up with girlfriend, FEELING Very lonely and heartbroken  Sad times guys (N)"
neutral,"@alex_roy haha, I actually have it here but it won't hook up to the internet!"
sadness,@LolzyluvsJB Yeaa i'm so sad i've watched her live performances in Peru etc and they are EPIC!   I wish she'd just come to N.I! lol xo
sadness,the mall i once worked at has turned into a very depressing place
neutral,I've got no idea how to reach the birthday brunch location.. Roads around west Jkt? Clueless
neutral,Still at work.
happiness,..exams.  haha just remembrd the china buffet king yesterday. vair amusing ....
sadness,(@isabelmariee) oh snap
sadness,@daaku @danishk lol.. zzzzy in office and I'm alone in my bay again.
sadness,http://twitpic.com/66q88 - So....I don't have a PE  but I do have a Pocket Artoo!
sadness,it's raining..
neutral,"thought id tanned after an hour in the sun, i was wrong....i've just burnt"
sadness,@thewordaliveaz  I was SUPPOSED to be coming...life got in the way lol give my friends a wild time!!!
happiness,Managed to find a bottle of Pimm's! If only we had the weather to go with it
neutral,@circusaudium it's saying that it is the wrong link-it cannot find the address.
sadness,"@joinrick cool, not a big user of DM though"
sadness,I really despair over the whole copyright situation http://bit.ly/yLY0I ~ being visually impaired means you don't deserve to read  #sccr18
sadness,I don't like waiting
neutral,@voyd ya I heard 7 was a giant leap in the right direction. This is a work comp though  Ill enquire!
neutral,Looking for accessories for my #livescribe smartpen.. not many sources here in germany for it.
sadness,tryin not to fall asleep at work...
sadness,My wife lost her sprint blackberry 8330 on a bike ride in AM.  Anyone have an extra BB laying around? retweet
sadness,@QueenBofMakeup I need to do some more post but I don't have time on this tour  ........... Apologies to all my supporters.
sadness,@jvfriedman can't! need to work on overtime project at lunchtime.    Sorry!
happiness,"@garageglamorous I agree, 'Paparazzi' waz an amazing vid, I luved it, but felt bad cuz it waz leaked &amp; I watched it"
happiness,Whoop! I got a prom date today! Who knew? Ha-ha! But I can't tell you who.
neutral,Gonna go and see my sister at Mount Saini ....  she's there for at least another 24 hours.
sadness,"So now, I have conjunctivitis in my left eye. Is this a sign of something? What did I do wrong to deserve this?LOL I'm dying people!"
neutral,@bex_1210 I'm not going till Wednesday
sadness,is very disappointed that cadbury chocolate blocks got smaller
sadness,Hicks are mean!
neutral,@saynerd01 omgg hhaha nooo! drag me to hell is EVVIIIL! and angels and demons supposedly sucked   ohh no haha
sadness,I miss my baby
happiness,@conorp YES!!! one final party  better make it a good one !! how much mpre stuff you got to go?
sadness,@myhaloromance My camera is brokennn
neutral,Omg Cliff Richard songs in my mind? Just why  lol
neutral,@OwenGreaves I've given the $19.99 question more thought. U may be right. One host provides HD quality to all viewers? Maybe not.
sadness,@hippyofdoom I didn't even get a chance to shop @ Aldi!
sadness,@bunburyette Come online! I need someone to talk to
sadness,@Jenfidel Thanks I decided to just give up on my old HQ and go with this account. Scoundrels won
neutral,i have a fever
sadness,My back is killing me. Stupid softball
neutral,@JoSH_SHeP  nope   i really want to play it aswell
happiness,tired and all i want to do is play random songs on my gitwar but i have to do my drama essay.
neutral,Still in same queue barely 1 metre from where i last twittered. This is insane. And i paid for this
sadness,"Again, I'm stuck in traffic jams ... Somewhat starting to be the same situation every day. That's sad, really"
sadness,Irony: Inventor of Ford Mustang can't keep his car   http://tinyurl.com/lpmvtk via @JeffHolton:
sadness,@morethanfine I wish we could make a quick trip to LA in July  I miss LA
sadness,@THE_WOCKEEZ @DonnieWahlberg Don't wanna miss ANY of your shows...you guys kick it! Sad to say...my plane is in the shop...
sadness,Conference call arranged for 4.30pm today just blew my leaving early out the window
sadness,@AyeshaM13 bored in class. I wanna go home.
neutral,@DunkDetox it must've been Miami cause I haven't been able to drive my car since we got back...it needed an oil pump
neutral,@trvsbrkr not working here
sadness,@Subville ...snuggles you back......everyones telling me to get over it ...but ive had her 15 years  x
sadness,Why do you hurt me? Does it bring you joy to see me cry? You know I love you more then anything and yet u break my heart everyday!
sadness,"My feet are killing, I've walked miles in search of an art shop...doesn't seem like Ealing has one"
sadness,RIP to officer Edwards. May GOD continue to bless his family. What's up wit cops killing cops. Seen the same thing happen on &quot;The WIRE&quot;.
neutral,My bum hurts.
neutral,my sensors don't seem to want to last for more than 3 1/2 days
happiness,@darrynstorm hey hey..i'm only finishing on the 10th of june
sadness,I want to see Drag Me to Hell. But I get the feeling none of my friends will go w/ me
neutral,i hope my morning show doesn't get cancelled!
sadness,@agoodeye I am soooo disapoointed I couldn't make it  I will be there next time! Glad it was productive.
neutral,"nvm, i'll stop. whatever. see you 5th i guess"
neutral,@cherishable73 i guess it's easier said than done for some people.....myself being one of them unfortunately
sadness,why does zero have to have thomas in it?
sadness,@frazzel It wouldn't let me download it cos it said I'm the UK. I had a little cry.
sadness,Ahhh I'm engulfed in shooooes. Who told me to buy so maany damn shoes
neutral,"@karmachord alas no, it's just a normal night  monday is quiz night"
sadness,@hummingbird604 yeah it can be tough some times..
neutral,@AlexBurdz sorry bout your cat !
happiness,I finished @Melzer 's Zombie Chronicles a few days ago. It was bittersweet. Now I need something new for the gym
sadness,Another day in jury duty.
neutral,"@TheRotArm My first thought too, I've never even watched Dragonball"
neutral,@LBOOGSdotTV I do that all the time
neutral,I am sooo tired
happiness,"@joycecherrier Awww. Don't mean to sound like an overgrown age 37 baby, but I'm still stick. Not as bad as yesterday, but still bad."
sadness,is very upset to see carys and donna go today    miss you both hugely already!!! (Yes ok its only been like 3 hours) haaa..waaaah
happiness,in park slope brooklyn working the bust photoshoot. this is so exciting! &amp;no more fever! but my tonsils are the size of golfballs
sadness,is sitting at home wishing that i didnt have to work today. ask for it off and still have to work
happiness,@jami_hirsch: Thanks for the follow! Wish I were out of my 9-5!   plan to open a shoppe in TC when the economy turns.
neutral,My mind automatically wakes up at 7. Huge fail -- it's SUMMER!  Good morning nonetheless. Gonna get ready for work now.
sadness,"I was so close into entering Pogue 's book today &quot; World according to twitter&quot; , yet now I seem so far.!!!!!!!!!!!!"
neutral,Venus is out at the French Open
sadness,On the road again. I miss my traveling traveling partner
neutral,@theblackqueen No sucky
neutral,honestly i cannot figure this twitter thing out
sadness,i wish i could go to meet in the middle tomorrow.
neutral,I've been up late this week watching Jay Leno. Tonight is his last show  But now he'll move up to 10pm not sure if the material will bsame
neutral,Is getting ready for work... Working all weekend
neutral,Experimenting.  With puppet again. I think I just wiped my drive on my workstation
neutral,@pacomontoya Everything
happiness,TGIF!! Its a GORGEOUS day in Reno today. And I'm stuck inside.
neutral,@demetridadon well what about tomorrow? I miss you
happiness,@emILLyschwindt thanks lady.... bummer for sure.
sadness,@GatorsNow my feelings are hurt
neutral,@LambdaCalculus: How was the HN meetup? I thought about going but decided to bail at the last second
neutral,"@glamorousamanda awww how cuuute, mine follows me when i showers and peeï¿½s and wherever i go but refuses to lay still in the bed"
sadness,Oh man....my fiance just got off work and I start mine in 1 hour....so not fair.....
neutral,@m0x yes 7.50 here thanks for the change obama. I have to start mail ordering again
sadness,@Lizzidoll I wish I was in va too
neutral,@KimKardashian i was watchin tv yesterday and the media is on u. u were number five i think for worst beach bodies because of ur butt
neutral,Geoff posted a boo: Coming Home From Tenerife Boo  http://boo.fm/b25651
sadness,"@MikeandBobShow   Awww, that wasn't very nice."
neutral,@Kacey3 I didn't read the details so that may be it. Sara Jayne is a kid's show so it can't be that exciting.
neutral,"I also want it to be the 6th, i miss my girlies so much  @georgielockwood WE GET TO BE ROOMIES AGAIN!"
neutral,How can you guys lived in a city (paris)where u spend you entire life in the trafficjam...grrrr ...m' not used to it anymore
neutral,Now to go home and cry
sadness,Frank from UPS' last day today...  sad to see him go   best delivery guy EVER!  Hope the new guy is NOT a fucktard...
sadness,@jacobmaestas I don't think I'll ever have one of those again
sadness,@wethehunter there is no sun here in florida..it's all rainy and cloudy.
sadness,its so sad when the dad dies  hakuna matana it means no worries for...
neutral,More BBQs  Might buy some disposable ones some time.
sadness,@_supernatural_ http://twitpic.com/6695k - Awwww poor boys! *cries* So sad..
sadness,@andyjih Yep...sadly I only had 10 min before a meeting!
happiness,"is in class, trying to listen but I really like twitter, facebook, .&amp; myspace  oh yeaaah .&amp; I'm hungry!"
neutral,hmmmmï¿½being home isn't *all* great  http://u.nu/8m68
neutral,"So, I'm at the point now that it has become apparent that having a degree means jack shit."
neutral,Trying my best not to share this lovely head cold
neutral,"i've locked up a mac once or twice in my time. ok, literally once or twice."
sadness,@ohitsbigron Dang... that IS disappointing
happiness,"Wicked, my DVB-S tuner card has arrived. Although not sure I'll be able to get it all set up ready for the FA Cup final tomorrow"
sadness,"TGIF.,..i wish that saying applied to me, but i work Saturdays"
neutral,sad assembly  next block
neutral,10-Year-Old Girl Battles Rare Breast Cancer  http://bit.ly/JPe9c
neutral,off to work now
neutral,@artfirejohn Do you think the bead crumb navigation will return to the new Fusion studios? I really miss that at the top of each item.
sadness,damn i miss my bf
neutral,I did many things but missed tweeting
sadness,@THE_WOCKEEZ I'm missin u guys by a day!! Ill b there tomorrow  butttt see u june 18th with the blockkkkk!!!!
neutral,@missonice join the club
neutral,forgot the montel quote  and it was a good one..
neutral,@msolf ???? ????? ????? ?? .. ????? ?? ????? ??? ???????
neutral,@furrytigerkitty http://twitpic.com/66r0u - uh wait...i thought this was the 29th...tonight
sadness,"@anomalei Well, I'm glad I'm not the only one! Mine's so bad I'm having to resort to pulling out the old hairband disguises..."
neutral,@Zanti1 Are you guys gonna get the metal detector from the Brickmans? I saw Chad ask Davey on FB. Sorry 'bout your ring
neutral,@CandaceRae The link didn't work.
happiness,"Up and at em... got a big To Do List for today, and hubby has to work   But then weekend is going to be just us... I think!"
neutral,"@wood83   Does she like it, or does she roll her eyes?  Now I'm curious as hell!  Good singing is a real treat as far am I'm concerned!"
happiness,@katiesol It re-entered my brain orbit thanks to me watching Ryan Reynolds mugging away in &quot;Just Friends&quot; recently
sadness,I'm going to stop tweeting and do my LSAT studying now.
sadness,"@glamorousamanda I wish i could have a pole, we got no space for it  maybe i should throw out some furniture and get a pole"
sadness,what am I going to do without my @brandinmusic?!  SKYPE! haha
sadness,"I miss my Jeep  Now I have to bum a ride to the dreaded, horrid Walmart. Boo."
sadness,Damn fallout 3 is a hard game
neutral,Sachie: YNA DOESN'T KNOW OUR PASSWORD YET
sadness,@LiamJHayter  Chroma Key coolness ... When are the cumulus seminars going online couldn't see the live feed here
sadness,@freecitysoul my film didn't come out  the camera was broken. lamesauce.
sadness,"@lifeasiceyit Yessum.  We'll see how this year goes... maybe I can head back in Oct, when the rates go down. I wanted to go for my bday"
sadness,I think I'm about to break my own heart. (as emo as that sounds)... meh.
neutral,Is tired n wants to sleep in her own bed
sadness,dammit i cant watch stadium music
happiness,"Just got in a nasty argument with someone I normally like very much.  She doesn't forgive well, either"
neutral,@karneee love it! Really its simple i think of a word and put twi on the front i should be more clever
sadness,Laying in bed sore and snuggeling domino... I don't wanna work out today
sadness,@Jo_Saunders09 haha lol where have you been going?...I haven't really been out lol..I've been a hobbit..n my mums like keep revisin beck
sadness,It's raining  I can't go out to jogging... I have to do it in my house gym...
neutral,so...i really want to be home right now.
sadness,thought I was going to have a fun day
neutral,Is a hot hell of a mess. I wish i would have gone to arlington for zeta!
happiness,@dreamobscene I know how you feel  Have a lovely relaxing weekend!
sadness,Felt one tooth without the braces bracket. I got soooo hype
neutral,@jamiehigh !!!!  glad you're alright!
neutral,is moving out of Nesbitt.
happiness,"@LizzieCoulter oh dear. (I'm sorry, but i laughed  )"
happiness,@aidadoll he thinks he's a gangsterrr  his ass don't even fit in G Unit. &amp; I know :| )))))
neutral,@siwhitehouse unusual for them
sadness,this phyllis hyman unsung story is so SAD
neutral,Sites that republish my blog's feed often end up higher than my blog on Google search results
neutral,my hairs straight  lmao
sadness,at work with a HUGE headache
happiness,This is my anthem right now.... don't leave me high and dry.  ? http://blip.fm/~79fcr
sadness,i feel like shit
sadness,@maximillian62 Oh dear... that's just... disturbing.   The coffee connoisseur in me just died a little.
happiness,@_Enigma__ OMG daon't tell me you have watched twilight enuff to know that !!
neutral,Emoticons by Christian. &quot;  &quot; http://twitpic.com/66riq
neutral,@MattTerry You can't make it down to NYC at all when I'm there huh?
sadness,Got people don't let me skip sci pratical becos skola is impt and dont waste my parents money.  Nt fair.
happiness,Woot. just had my interview! went awsome! I didn't get to talk with Mr. Johnny thought...  oh well I still did really good!
sadness,my knees are sore after physio
neutral,Looking for a show to turn my brain into mush so it doesn't hurt anymore  Any good FREE online ones you know of?
sadness,My coffee got cold blah!
sadness,i lost my phone.
neutral,I suddenly want Chinese food in the worst way.  Not really a great on-the-run food and I packed a sandwich for lunch anyway.
sadness,Why Does She Keep Trying To Hurt Me? Aren't The Tears I've Cried In The Past Few Months Enough?
sadness,it is always sunny on days when i can't possible be outside.  life is out to get me
neutral,@deusbrackers i'm in AD for another week- visa work
sadness,"@_katieedwards I can't yet back, I've run out of texts!  I'll ring you laters xoxo"
sadness,@ingek73 I'm on blip but can't get it to work on me iPhone
sadness,Got people don't let me skip sci pratical becos skola is impt and cannot waste my parents money.  Nt fair.
neutral,Its cold
happiness,Finally on my way home
happiness,"crap. have to break my &quot;no work in weekend&quot; rule  so much overloaded with work. aargh, hate it!"
neutral,kate is leaving me all by my lonesome
neutral,@Selfish_Hisashi Mï¿½y em mï¿½ torrent thï¿½ bï¿½ ch? trï¿½n nhï¿½ ?ang Thiï¿½n Long l?i ch?y xu?ng ?i?u tra
sadness,Awww sunthings wrong w/ my ubertwitter last nite.
sadness,am about to sell my Medieval trading pavillion... v sad
sadness,Ordered a new computer! Unfortunately it won't get here until the end of June.
sadness,Two dozen roses sent  overnight and delivered this morning. Just found out the recipient is out of town!! Sad
happiness,I get to drive my dad to the airport so he can fly to Vegas for the WSOP... I wanna go to Vegas...
sadness,Ewww just printed my new I.d badge thingie 4 work n eww my picture. I took so many n they were all ugly
happiness,just about to say goodbye to @karenbrady and @agneslikaite two of the best interns that Elevate have ever had
neutral,Bad migrane and need to go to dancing tonight.... Not a good combination
sadness,@godiegogo12 well atm anyway i'm only managing cos i have no musical talent ps horrible thing to say bout rove
neutral,@Hatz94 i'm sorry  do you have a mac? you should get oneee
neutral,@CientifiQ stinks  what do you do anyway?
neutral,@snuffleupagous I really wish I could convince Brandon to move somewhere like that. All he wants to do is move to Lexington.
neutral,@chelsea_playboy R.I.P curls
neutral,and so to London in a car that's about 500 degrees with no air con!
neutral,http://twitpic.com/66roi - Man I miss this truck so much!  had to return it cause it was 687.00 a month and 236.00 ins a month on it : ...
sadness,@mileycyrus yeah me too  but there isnï¿½t any prom here in germany although school is almost everywhere the same! ?
neutral,Going home to get clothes
neutral,@NerdAtCoolTable what's the name of the mixtape? My mixtape connect moved to texas so I gotta find a new guy
neutral,It will if I do it in a round about way. I ahve to copy the public contacts into my personal contacts first.  no big deal
sadness,@JinxCat I have been failing at cooking lately  makin me sad. Duno how to cook for less than an army. I need to practice flour tortillas.
sadness,I need to get back into daily tweeting. This hiatus sucks  What also sucks is GSN interrupting shows while they're airing. &gt;_&lt;
sadness,god opened the clouds and said i hate you josh
neutral,Cran-Grape for lunch
neutral,"Gee I'm totally hatin' this , like for real ! I mean like, duh ! I've studied enough, and all that I need is refreshing tonite ! Hard ?"
neutral,work all day
neutral,"@bcyde I still haven't figured out what to do with them, sadly  So It'll take some more research before I know what's what."
neutral,wishes he could be with that special someone....
sadness,@autismvox for me they're not
sadness,"omfg, my head"
sadness,My job sucks!!!
sadness,@jodywhitesides So sorry I missed it!
happiness,@tiyephoenix I have to DJ 2 gigs on 6/20. no bk hh fest for me  so please keep me posted on live dates
sadness,Busy day! No time to tweet  Bmore what's happening this weekend?
neutral,eating halls cuz i have a sour throte
neutral,well here i go off to work
sadness,missss my friends and plav  time for a long day of work hahah
sadness,so so tired..
sadness,@judez_xo they were so pretty and took like an hour to do  CAN I DO URSSSSS!
neutral,all cash  and looking for trades...can't find any
sadness,@ghostexecutive Bummer   was going to try and make it/ other commitments I'm afraid got into the way.  Next time hopefully-
sadness,is tired and sad
neutral,@rachellee625 a wet and dirty one now
happiness,looks like another sober weekend ahead...
sadness,@Yurges loadsa shizze has happend  IM SO UPSET..
neutral,I miss laughing till my stomache hurts
sadness,why does my life suck?
sadness,UGH! Poor Beautiful Girl. Went in for new tires and inspection sticker. Now there's a $590 repair and still no tires.
sadness,"FreeSat's coverage (Sky dish) is really, really bad at the moment, blocks all over the place, really annoying!"
sadness,My computer died
sadness,Conference call with HP.  They gave me an invalid pass code so I can't attend
sadness,@DaneFiori The thought of splitting the estate is depressing of course! (KIDDING!) I don't like the thought of my parents dying
sadness,@Flickie I'm dead bored. but also dead poor! Student life is a piss take!
neutral,@churchpunkmom We've got a pool still boxed up because I need to level a suitable patch of ground before we can set it up.
sadness,Massive headache
neutral,Goodbye mountains.  #fb
sadness,So annoyed I missed Mitch Benn @ Lemon Tree. damn you What's On!
sadness,oh no! I just crashed my ball pump
neutral,I need to go to sleep before 4am tonight...  ... So exhausted.
sadness,"Wish we had a garden so we could have a bbq tonight...  might set up a lounge bbq type thing, that'll work. #fridayfirehazzard"
sadness,@brittanytastic aww  that's horrible! xD
neutral,"@Sobk13 Yes, it seems that way - page not found"
neutral,@rachmurrayX  were do you  work??
sadness,OH. I am just so tired.
neutral,@dayawonton:  I've been!
neutral,Laptop's thrown a paddy.. So bouncing half of my 'live' set down as wav's  ..need a new laptop and a new copy of ableton.. hey ho MTFBWY..
neutral,@azboricua No. Its a bug  in coding. Go into the forum then do reg. Let me know if that work!
sadness,My poor phone is nekkid without its cover.
neutral,Sorry I'm not using tweetdeck it's not letting me tweet today
neutral,"@TheHyra u beat urself up a lot.  stop, please? Just do it! Like Nike. LOL"
neutral,@RolliePollie32 I ate some hot food
neutral,@45H13Y that's no fun  server change...?
neutral,@Art_Advisor haha I'm just going to turn off these things...but then I can't Tweet from my phone  stupid spammers!
sadness,Well thats that then. Exam failed and bsc gone
sadness,"@ecorazzi Grrr, people suck. I cry when animals die on nature shows.  These people are sick. No hunting endangered species!"
neutral,@FrankieTheSats beat? don't understand
neutral,Disneyland was a blast yesterday now back to work
neutral,"Brilliant day today, got the car washed and got a washing done! Just have to go to work in an hour"
neutral,"@JeffAbel Unfortunately, yes...not outside!"
sadness,"@AnnieAreYouOhK No, it's annoying and makes us girls that follow sports and are knowledgable look dumb"
happiness,@DJClicheDarknes I haven't had a good homemade flour tortilla in ages.
neutral,@OXtravaganza it was only once for my big brother...and I'm done now
sadness,Everything is annoying me today
neutral,"Anyone got any goss yet on the supernatural convention in birmingham, been waiting patiently!"
sadness,@Alice286 lucky girl!!! I work all day tomorrow! and maybe even Monday!!
neutral,Ow it hurts
sadness,I need some cheering up
neutral,Listening to the Legally Blonde musical soundtrack. Lamenting not going anymore. Perhaps I will buy a nosebleed seat and go alone.
neutral,@CashCapone now cash u kno I'm not a hater.....jus upset I don't have my update yet
neutral,I am dreading shopping for a swimsuit
sadness,soo tired.. still kinda angry that i missed the concert
sadness,Stupid competition stuff keeps getting in the way  But I am going to get some words in today if it kills me   @heather_writes
sadness,leaving now  off to get my angry teethed pulled....
neutral,@allconsoffun anymore
sadness,@Disney_Dreaming what?! miley's gonna quit hannah montana?...i don't wanna believe it!
neutral,@Willtothe no...i'm just tired..
sadness,@Nisher Yeah yeah? How the heck are you anyway? Sastch it up again this year? I had to bail out for lack of expenses
neutral,@deadlyx um Mr. Deadly Sir . Can You Please Follow Me On twitter .
happiness,"Ok, I'm going outside...wish i was playing basketball  oh well..."
sadness,crying real tears
sadness,No launch today. Teacher changed plans and we watched a stupid move about tesla
sadness,my blow torch has broken  this is a REAL bummer
neutral,@anthonyniblett will have to pare down his collection of portraits of @iwrm and bangbang
sadness,@Spiffums I wasn't near him.
neutral,Admitting that I don't like action plots and I do like romance plots always makes me feel like I'm setting back the feminist cause.
neutral,@EllaPaigeBabe nothing really. sooo bored  xx
neutral,hopefully im getting my new windows tomorrow. still using my mums lap... birthday tomorrow eve and facebook doesnt work somehow.
neutral,@hilarylanders I know  I think I'm like dieing!
neutral,I want my real keys back
sadness,My TI89 died. I don't know why.
sadness,So sad I'm going to miss seeing Pennywise again this year
happiness,@Sak_Pase I guess u ain like me den.. My hair cut short..  lol
neutral,wave would trend higher that bing
happiness,@Spitphyre well good luck with #twpp in an hours time i think i will be on my way home  have fun!
sadness,@thejiggerjames  not the same.. Can we party tonight jig
neutral,"@tommcfly Philippines tour, please? Please? Please?"
sadness,Hates moving
neutral,@downtowndiane missed the cutoff for the free chocolate  eh well...bikini season is coming.....
sadness,"sooooo, i just dropped my phone.  don't text or tweet me, i'm currently banging my face against a spike covered poison ivy infested wall."
sadness,Missin my boo
neutral,So many wires to sort out
sadness,Murray just got broken
sadness,"is enjoying a yummy salad, but missing her avocado  that's what happens when your husband does the grocery shop."
happiness,"[stapler haiku] Whar a Night! Woo Hoo! Yeah! / A beautiful night to party! / Oops, I'm a stapler..."
neutral,RAM upgrade=done! FF still slow so disabling all add-ons  Not sure which ones will make the cut to be honest. It's like Sophie's Choice!
anger,aaaaaaaaaaa McFly
sadness,@roxeecruz ur linky no worky
neutral,@tommcfly Please don't forget french fans ! We are HERE !
neutral,I didn't get the job  but I will keep applying to other school.....I do want to teach!!!
sadness,listening through the Mendeed discog once again. I still think their disbanding is a loss.  #metal
neutral,i've not had a reply on my topic yet  lolz welll its not somethin you could reply too but yanno ;)
sadness,My friends are mocking my weekend!  @JamesPMacDonald have they been talking to you?
neutral,i can't seem to access Restuarant City due to some internet / javascript problem...
sadness,you wanna know what's worse... my coworker just brewed a fresh cup of coffee and all I can think about is bacon
neutral,Cleaning
neutral,@SuperWiki i want to gooo
sadness,@TysonDueck Too bad.
happiness,i'm under 100 followers again  gosh darn. good mood atm. might have a bbq later. heat waaaave &lt;3
sadness,@thodwris RIP Michael
happiness,Straighening my hair and its not going as straight as i want it to be what a  bummerrr for me
